27008	M	愛拼才會贏	葉啟田	2	05	0
27009	F	歌聲戀情	陳小雲	2	04	0
27010	M	初戀	陳百潭	2	02	0
27011	M	孤家寡人	鄭進一	2	04	0
27012	M	野鳥	葉啟田	2	02	0
27013	M	胭脂馬拄到關老爺	鄭進一	2	08	0
27014	O	紅花青葉	白冰冰、黃西田	2	04	0
27015	F	愛情恰恰	陳小雲	2	04	0
27016	M	故鄉	葉啟田	2	02	0
27017	F	杯中影	陳小雲	2	03	0
27018	F	愛情的騙子我問你	陳小雲	2	08	0
27019	M	愛情一陣風	陳百潭	2	05	0
27020	M	忍	葉啟田	2	01	0
27021	M	媽媽請你不通痛	葉啟田	2	07	0
27022	M	情淚	葉啟田	2	02	0
27023	M	浪子的心情	葉啟田	2	05	0
27024	M	龍捲風	葉啟田	2	03	0
27025	M	祝福	陳百潭	2	02	0
27026	M	成功的條件	葉啟田	2	05	0
27027	F	愛人跟人走	陳小雲	2	05	0
27028	F	愛情的酒	陳小雲	2	04	0
27029	M	男性的本領	葉啟田	2	05	0
27030	M	咱只有這條路	葉啟田	2	06	0
27031	M	男兒的心情	葉啟田	2	05	0
27032	F	苦戀夢	陳小雲	2	03	0
27033	M	借過	葉啟田	2	02	0
27034	F	癡情花	陳小雲	2	03	0
27035	M	靠岸	陳百潭	2	02	0
27036	F	相逢後壁溝	陳小雲	2	05	0
27037	M	電話	葉啟田	2	02	0
27038	M	內山姑娘嫁了後	葉啟田	2	07	0
27039	F	燒酒話	陳小雲	2	03	0
27040	M	不通認輸	葉啟田	2	04	0
27041	O	酒醉黑白話	余天、陳盈潔	2	05	0
27042	F	免失志	陳小雲	2	03	0
27043	M	熱度三分鐘	陳百潭	2	05	0
27044	M	可憐的人	葉啟田	2	04	0
27045	M	為你打拼	葉啟田	2	04	0
27046	M	內山的姑娘	葉啟田	2	05	0
27047	O	夫妻之歌	余天、李亞萍	2	04	0
27048	M	追求	陳百潭	2	02	0
27049	M	天下一定是咱的	葉啟田	2	07	0
27050	M	朋友情	葉啟田	2	03	0
27051	M	弄獅	俞隆華	2	02	0
27052	M	故鄉的月娘	葉啟田	2	05	0
27053	M	緣份天註定	葉啟田	2	05	0
27054	M	我是好男兒	陳百潭	2	05	0
27055	M	一定要成功	陳百潭	2	05	0
27056	F	月夜相思曲	陳小雲	2	05	0
27057	M	戀愛的滋味	葉啟田	2	05	0
27058	M	為什麼離開我	余天	2	06	0
27059	O	六月天	陳百潭、白冰冰	2	03	0
27060	F	有情無緣	陳小雲	2	04	0
27061	M	振作	陳百潭	2	02	0
27062	M	古錐仔	葉啟田	2	03	0
27063	M	慈母心	葉啟田	2	03	0
27064	M	免飲人先醉	葉啟田	2	05	0
27065	M	激動的心情	陳百潭	2	05	0
27066	M	思慕的形影	葉啟田	2	05	0
27067	F	心愛在那裡	陳小雲	2	05	0
27068	F	叫我要如何	吳淑敏	2	05	0
27069	F	望無夢中人	白冰冰	2	05	0
27070	F	菅芒花的春天	白冰冰	2	06	0
27071	F	世間的男人	周雅芳	2	05	0
27072	F	我需要你	周雅芳	2	04	0
27073	M	悲戀	文夏	2	02	0
27074	F	戀歌	文香	2	02	0
27075	F	快車小姐	文香	2	04	0
27076	M	男性苦戀	文夏	2	04	0
27077	O	後街人生	文夏、文香	2	04	0
27078	M	假情假愛	文夏	2	04	0
27079	M	港邊乾杯	文夏	2	04	0
27080	F	新娘悲歌	文香	2	04	0
27081	O	綠島之夜	文夏、文香	2	04	0
27082	M	心所愛的人	文夏	2	05	0
27083	F	可愛的新娘	文香	2	05	0
27084	M	我是行船人	文夏	2	05	0
27085	F	初戀的少女	文香	2	05	0
27086	M	迎媽祖之夜	文夏	2	05	0
27087	M	星星知我心	文夏	2	05	0
27088	M	流浪的樂師	文夏	2	05	0
27089	M	無聊的人生	文夏	2	05	0
27091	M	黃昏的馬車	文夏	2	05	0
27092	M	路頂的小姐	文夏	2	05	0
27093	O	文夏的採檳榔	文夏、文香	2	06	0
27094	O	咱二人的約會	文夏、文香	2	06	0
27095	M	風流的行船人	文夏	2	06	0
27096	M	南國的賣花姑娘	文夏	2	07	0
27097	M	媽媽請您也保重	文夏	2	07	0
27098	M	男性本是漂泊心情	文夏	2	08	0
27099	F	愛情曼波	白冰冰	2	04	0
27100	M	我不是愛的奴才	陳豪	2	07	0
27101	F	情關難過	詹曼鈴	2	04	0
27105	O	舊情也綿綿	沈文程、張瀛仁	2	05	0
27106	O	雲中月	沈文程、陳盈潔	2	03	0
27107	M	來去台東	沈文程	2	04	0
27108	M	五月十一彼下埔	沈文程	2	07	0
27109	O	情路咱來行	余帝、周雅芳	2	05	0
27110	M	無情的風無情的你	沈文程	2	08	0
27112	O	最後的酒杯	沈文程、陳盈潔	2	05	0
27113	O	雨綿綿情綿綿	沈文程、曾心梅	2	06	0
27114	M	男兒的心聲	沈文程	2	05	0
27115	M	流浪的吉他	沈文程	2	05	0
27116	M	癡情台西港	唐飛	2	05	0
27117	M	台西夜港邊	唐飛	2	05	0
27118	M	麗娜	王識賢	2	02	0
27119	M	腳踏車	王識賢	2	03	0
27120	O	醉情人	王識賢、謝金燕	2	03	0
27121	F	醉情歌	白冰冰	2	03	0
27122	M	悔不當初	王識賢	2	04	0
27123	F	寂寞的城市	謝金燕	2	05	0
27124	F	愛情三溫暖	謝金燕	2	05	0
27125	M	愛到無命不知驚	王識賢	2	07	0
27126	M	尚愛的人傷我尚重	王識賢	2	08	0
27127	F	愛情探戈	白冰冰	2	04	0
27128	F	布魯斯的暗暝	白冰冰	2	06	0
27129	F	永遠愛你	謝金燕	2	04	0
27130	M	愛你愛到老	王識賢	2	05	0
27131	F	浪子的鎖鍊	甘奇靈	2	05	0
27132	M	出外人	凌峰	2	03	0
27135	G	Ok情歌	羅大佑、OK合唱團	2	01	0
27136	F	蒼天瞭解	孫淑媚	2	04	0
27137	F	你知影嘸	孫淑媚	2	04	0
27138	M	甘願孤單	孫協志	2	04	0
27139	F	夢醒心也醒	孫淑媚	2	05	0
27140	F	約束	孫淑媚	2	02	0
27141	F	明知已經無緣	孫淑媚	2	06	0
27142	G	戀愛狂想曲	P.G.S.T	2	05	0
27143	F	感情變負擔	孫淑媚	2	05	0
27144	F	犧牲	孫淑媚	2	02	0
27145	F	碎碎唸	孫淑媚	2	03	0
27146	F	石頭心	孫淑媚	2	03	0
27147	F	感情無退路	秀蘭瑪雅	2	05	0
27148	F	有情人	秀蘭瑪雅	2	03	0
27149	F	愛情歌	秀蘭瑪雅	2	03	0
27150	F	最愛的人	秀蘭瑪雅	2	04	0
27151	F	情未了	秀蘭瑪雅	2	03	0
27152	F	你無替阮想	秀蘭瑪雅	2	05	0
27153	F	思念	高瑞屏	2	02	0
27154	F	傷心人	秀蘭瑪雅	2	03	0
27155	F	新故事	秀蘭瑪雅	2	03	0
27156	F	不如甭熟悉	龍千玉	2	05	0
27157	F	海中網	龍千玉	2	03	0
27158	F	最難忘的人	龍千玉	2	05	0
27159	F	一串項鍊	龍千玉	2	04	0
27160	F	一切甘是天意	龍千玉	2	06	0
27161	F	隨人	龍千玉	2	02	0
27162	F	為何新娘不是我	龍千玉	2	07	0
27163	F	情歌	龍千玉	2	02	0
27164	F	情深２０００年	龍千玉	2	07	0
27165	F	女人的夢	龍千玉	2	04	0
27166	O	牽手	高向鵬、方怡萍	2	02	0
27167	O	連杯酒	高向鵬、方怡萍	2	03	0
27168	O	錯誤	高向鵬、方怡萍	2	02	0
27169	M	重感情的人	蔡小虎	2	05	0
27170	O	有夢尚美	蔡小虎、林珊	2	04	0
27171	F	澎心菜頭	邱淑君	2	04	0
27172	M	有情人無情天	袁小迪	2	06	0
27173	F	異鄉之戀	龍千玉	2	04	0
27174	O	男人情女人心	龍千玉、袁小迪	2	06	0
27175	F	麥擱越頭	龍千玉	2	04	0
27176	F	茫茫的世界	龍千玉	2	05	0
27177	M	大頭仔兄弟	高向鵬、傅振輝	2	05	0
27178	M	你是我的兄弟	高向鵬、傅振輝	2	06	0
27179	O	入厝	豪記大對唱	2	02	0
27180	O	三角戀	傅振輝、龍千玉、黃思	@	03	0
27181	F	我無醉啦	龍千玉	2	04	0
27182	F	尚愛的人	龍千玉	2	04	0
27183	M	放伴洗身軀	黃西田	2	05	0
27184	M	蚵仔麵線	黃西田	2	04	0
27185	F	輸人不輸陣	龍千玉	2	05	0
27186	O	福氣啦	高向鵬、方怡萍	2	03	0
27187	O	緣未了	高向鵬、方怡萍	2	03	0
27188	F	夢中人	龍千玉	2	03	0
27189	O	傷心的酒	傅振輝、黃思婷	2	04	0
27190	F	愛著一個不該愛的人	龍千玉	2	09	0
27191	F	傷心雨	成鳳	2	03	0
27192	O	祝福	高向鵬、方怡萍	2	02	0
27193	F	愛你一萬年	龍千玉	2	05	0
27194	O	牽阮的手	傅振輝、劉佳林	2	04	0
27195	O	情關	郭獎、金素梅	2	02	0
27196	O	愛你的記號	王中平、向蕙玲	2	05	0
27197	F	愛甲超過	向蕙玲	2	04	0
27198	F	播送溫柔	向蕙玲	2	04	0
27199	O	有情驚拆散無情驚拖磨	王中平、向蕙玲	2	10	0
27200	F	媽媽的願望	向蕙玲	2	05	0
27201	F	阮的生命阮自己疼	向蕙玲	2	08	0
27202	F	最後的探戈	向蕙玲	2	05	0
27203	O	愛情的TEMPO	王中平、向蕙玲	2	04	0
27204	F	愛住治恨內底	向蕙玲	2	06	0
27205	F	情人變朋友	向蕙玲	2	05	0
27206	F	茫茫世間情	王瑞霞	2	05	0
27207	O	癡情酷恰恰	王建傑、賈子蕙	2	05	0
27208	F	烈情玫瑰	何玫瑰	2	04	0
27209	F	今夜的酒	白冰冰	2	04	0
27210	F	惜別的海岸	曾心梅	2	05	0
27211	F	你著忍耐	曾心梅	2	04	0
27212	F	無奈的相思	曾心梅	2	05	0
27213	F	不想伊	曾心梅	2	03	0
27214	F	相思夢	曾心梅	2	03	0
27215	F	倔強的愛	曾心梅	2	04	0
27216	F	褪色的戀情	曾心梅	2	05	0
27217	F	只有你	曾心梅	2	03	0
27218	F	愛人是行船人	曾心梅	2	06	0
27219	F	傷心的所在	曾心梅	2	05	0
27220	F	落山風	曾心梅	2	03	0
27221	F	大船入港	曾心梅	2	04	0
27222	F	第三者	曾心梅	2	03	0
27223	F	咖啡變滾水	張秀卿	2	05	0
27224	O	我乎你靠	林宏銘、張秀卿	2	04	0
27225	F	問題很多	林沐樺	2	04	0
27226	F	舊情人	王瑞霞	2	03	0
27227	F	愛幸福	王瑞霞	2	03	0
27228	F	情難捨	王瑞霞	2	03	0
27229	F	初戀的愛	王瑞霞	2	04	0
27230	F	哎呀呀	張秀卿	2	03	0
27231	F	有情人攏甲意	張秀卿	2	06	0
27232	F	純情的傷悲	張秀卿	2	05	0
27233	F	無緣愛你一生	張秀卿	2	06	0
27234	F	怨天	林沐樺	2	02	0
27235	F	若有來生	林沐樺	2	04	0
27236	F	不免講這多	林沐樺	2	05	0
27237	F	分手紀念日	曾心梅	2	05	0
27238	F	半包菸	曾心梅	2	03	0
27239	F	愛你無藥醫	曾心梅	2	05	0
27240	F	放手	曾心梅	2	02	0
27241	M	天公伯的查某子	林宏銘	2	07	0
27242	O	愛的路上我甲你	林宏銘、張秀卿	2	07	0
27243	M	假情假意	林宏銘	2	04	0
27244	O	愛你在心內	林宏銘、張玉容	2	05	0
27245	M	情份	林宏銘	2	02	0
80000	M	一廂情願	Beyond	1	04	0
80000	M	想你	Beyond	1	02	0
80000	M	管我	Beyond	1	02	0
80000	M	緩慢	Beyond	1	02	0
80000	G	快半拍慢半拍	BOX星盒子	1	06	0
80000	M	十三號天使	McHotdog	1	05	0
80000	M	哈狗幫	McHotdog	1	03	0
80000	M	Happy Day	WEWE	1	01	0
80000	M	聽不到你	WEWE	1	04	0
80001	M	自然而然	Y.I.Y.O	1	04	0
80001	M	一往情深	小蟲	1	04	0
80001	M	燒燒A心臟	小蟲	1	05	0
80001	M	人生海海	五月天	1	04	0
80001	M	反而	五月天	1	02	0
80001	M	天天想你	五月天	1	04	0
80001	M	生活	五月天	1	02	0
80001	M	明白	五月天	1	02	0
80001	M	相信	五月天	1	02	0
80001	M	純真	五月天	1	02	0
80002	M	能不能不要說	五月天	1	06	0
80002	M	終結孤單	五月天	1	04	0
80002	M	透露	五月天	1	02	0
80002	M	愛情的模樣	五月天	1	05	0
80002	M	愛情萬歲	五月天	1	04	0
80002	M	搖滾舞台	五月天	1	04	0
80002	M	溫柔	五月天	1	02	0
80002	M	瘋狂世界	五月天	1	04	0
80002	M	擁抱	五月天	1	02	0
80002	M	上火	孔令奇	1	02	0
80003	M	Last Dance	伍佰	1	01	0
80003	M	一生最愛的人	伍佰	1	06	0
80003	M	一點點	伍佰	1	03	0
80003	M	上帝救救我	伍佰	1	05	0
80003	M	上癮了	伍佰	1	03	0
80003	M	不曾在乎我	伍佰	1	05	0
80003	M	白鴿	伍佰	1	02	0
80003	M	你愛我	伍佰	1	03	0
80003	M	春花秋月	伍佰	1	04	0
80003	M	原來	張震嶽	1	02	0
80004	M	美麗新世界	伍佰	1	05	0
80004	M	背叛	伍佰	1	02	0
80004	M	挪威的森林	伍佰	1	05	0
80004	M	浪人情歌	伍佰	1	04	0
80004	M	真世界	伍佰	1	03	0
80004	M	翅膀	伍佰	1	02	0
80004	M	牽掛	伍佰	1	02	0
80004	M	終於	伍佰	1	02	0
80004	M	蛇	伍佰	1	01	0
80004	M	痛哭的人	伍佰	1	04	0
80005	M	愛上別人是快樂的事	伍佰	1	09	0
80005	M	愛你一萬年	伍佰	1	05	0
80005	M	愛情的盡頭	伍佰	1	05	0
80005	M	夢的河流	伍佰	1	04	0
80005	M	算了吧	伍佰	1	03	0
80005	M	與你到永久	伍佰	1	05	0
80005	M	暴雨	伍佰	1	02	0
80005	M	親愛的你喝醉了	伍佰	1	07	0
80005	M	親愛的你	伍佰	1	04	0
80005	M	斷了	伍佰	1	02	0
80006	M	繼續墮落	伍佰	1	04	0
80006	M	５１５１	任賢齊	1	01	0
80006	M	I Feel Good	任賢齊	1	01	0
80006	M	一個男人的眼淚	任賢齊	1	07	0
80006	M	小雪	任賢齊	1	02	0
80006	M	不要變	任賢齊	1	03	0
80006	M	天涯	任賢齊	1	02	0
80006	M	心太軟	任賢齊	1	03	0
80006	M	兄弟	任賢齊	1	02	0
80006	M	任逍遙	任賢齊	1	03	0
80007	M	死不了	任賢齊	1	03	0
80007	M	你願意我願意	任賢齊	1	06	0
80007	M	我是一隻魚	任賢齊	1	05	0
80007	M	依靠	任賢齊	1	02	0
80007	M	長籐掛銅鈴1997	任賢齊	1	05	0
80007	M	很受傷	任賢齊	1	03	0
80007	M	拯救心田	任賢齊	1	04	0
80007	M	春天花會開	任賢齊	1	05	0
80007	M	流著淚的你的臉	任賢齊	1	07	0
80007	M	哭個痛快	任賢齊	1	04	0
80008	M	這樣也好	任賢齊	1	04	0
80008	M	傷心太平洋	任賢齊	1	05	0
80008	M	對面的女孩看過來	任賢齊	1	08	0
80008	M	睡到１２點	任賢齊	1	05	0
80008	M	趕不走	任賢齊	1	03	0
80008	M	橘子香水	任賢齊	1	04	0
80008	M	燭光	任賢齊	1	02	0
80008	M	愛怎麼會是這樣	任賢齊、小蟲	1	07	0
80008	M	浪花一朵朵	任賢齊、光良	1	05	0
80008	O	風暴	任賢齊、李心潔	1	02	0
80009	O	愛我愛我	任賢齊、莫文蔚	1	04	0
80009	M	第一次	光良	1	03	0
80009	M	掌心	光良、品冠	1	02	0
80009	M	你給我一片天	成龍	1	06	0
80009	M	怎麼會	成龍	1	03	0
80009	F	Candyman	吳佩慈	1	01	0
80009	F	閃著淚光的決定	吳佩慈	1	07	0
80009	F	Bye Bye	李心潔	1	01	0
80009	F	口袋	李心潔	1	02	0
80009	F	自由	李心潔	1	02	0
80010	F	飛	李心潔	1	01	0
80010	F	喜歡	李心潔	1	02	0
80010	F	童年	李心潔	1	02	0
80010	F	想飛	李心潔	1	02	0
80010	F	愛像大海	李心潔	1	04	0
80010	F	裙襬搖搖	李心潔	1	04	0
80010	F	對不起我不愛你	李心潔	1	07	0
80010	F	慢跑鞋	李心潔	1	03	0
80010	F	戀	李心潔	1	01	0
80010	F	捨不得把眼睛睜開	李度	1	08	0
80011	O	難以抗拒	李度、周華健	1	04	0
80011	M	Go Go Cat	杜德偉	1	01	0
80011	M	Set You Free	杜德偉	1	01	0
80011	M	Sexy Baby	杜德偉	1	01	0
80011	M	Why	杜德偉	1	01	0
80011	M	一起看月亮	杜德偉	1	05	0
80011	M	不走	杜德偉	1	02	0
80011	M	天真	杜德偉	1	02	0
80011	M	忘了他	杜德偉	1	03	0
80011	M	快樂快燒壞	杜德偉	1	05	0
80012	M	把你藏起來	杜德偉	1	05	0
80012	M	把你寵壞	杜德偉	1	04	0
80012	M	改變	杜德偉	1	02	0
80012	M	束縛	杜德偉	1	02	0
80012	M	為愛存在	杜德偉	1	04	0
80012	M	要求	杜德偉	1	02	0
80012	M	彩虹	杜德偉	1	02	0
80012	M	情人	杜德偉	1	02	0
80012	M	救你	杜德偉	1	02	0
80012	M	無心傷害	杜德偉	1	04	0
80013	M	絕不後悔	杜德偉	1	04	0
80013	M	跑遠	杜德偉	1	02	0
80013	M	想不盡的你	杜德偉	1	05	0
80013	M	愛你愛的不尋常	杜德偉	1	07	0
80013	M	跟著我一輩子	杜德偉	1	06	0
80013	M	熱情回來	杜德偉	1	04	0
80013	M	親愛的別哭	杜德偉	1	05	0
80013	M	鍾愛一生	杜德偉	1	04	0
80013	M	讓愛那麼愉快	杜德偉	1	06	0
80013	O	真的想你	杜德偉、順子	1	04	0
80014	F	It's Just Love	汪佩蓉	1	01	0
80014	F	非法入境	汪佩蓉	1	04	0
80014	F	想念是笨的	汪佩蓉	1	05	0
80014	F	請你恰恰	汪佩蓉、CLON	1	04	0
80014	F	可愛的玫瑰花	辛曉琪	1	06	0
80014	F	別問舊傷口	辛曉琪	1	05	0
80014	F	走過	辛曉琪	1	02	0
80014	F	忐忑	辛曉琪	1	02	0
80014	F	味道	辛曉琪	1	02	0
80014	F	承認	辛曉琪	1	02	0
80015	F	倆倆相忘	辛曉琪	1	04	0
80015	F	荒唐	辛曉琪	1	02	0
80015	F	執著	辛曉琪	1	02	0
80015	F	童話	辛曉琪	1	02	0
80015	F	感動	辛曉琪	1	02	0
80015	F	愛上他不只是我的錯	辛曉琪	1	09	0
80015	F	領悟	辛曉琪	1	02	0
80015	F	遺忘	辛曉琪	1	02	0
80015	F	C.P.Z	卓文萱	1	01	0
80015	M	刀劍如夢	周華健	1	04	0
80016	M	上上籤	周華健	1	03	0
80016	M	有故事的人	周華健	1	05	0
80016	M	其實不想走	周華健	1	05	0
80016	M	孤枕難眠	周華健	1	04	0
80016	M	朋友	周華健	1	02	0
80016	M	花心	周華健	1	02	0
80016	M	風雨無阻	周華健	1	04	0
80016	M	送你回家	周華健	1	04	0
80016	M	健忘	周華健	1	02	0
80016	M	深呼吸	周華健	1	03	0
80017	M	愛相隨	周華健	1	03	0
80017	M	最近比較煩	周華健、李宗盛	1	05	0
80017	M	難兄難弟	周華健	1	04	0
80017	O	每個愛情都危險	周華健、辛曉琪	1	07	0
80017	O	痛苦過	周華健、莫文蔚	1	03	0
80017	F	夜太黑	林憶蓮	1	03	0
80017	F	為你我受冷風吹	林憶蓮	1	07	0
80017	F	這些那些	林憶蓮	1	04	0
80017	F	傷痕	林憶蓮	1	02	0
80017	F	鏗鏘玫瑰	林憶蓮	1	04	0
80018	M	大肚腩	阿牛	1	03	0
80018	M	愛我久久	阿牛	1	04	0
80018	M	分不開的兩個人	品冠	1	07	0
80018	M	陪你一起老	品冠	1	05	0
80018	F	找一個像你的人	娃娃	1	07	0
80018	F	秋涼	娃娃	1	02	0
80018	F	故鄉普悠瑪	紀曉君	1	05	0
80018	F	５６７８Going	徐懷鈺	1	01	0
80018	F	Call Me	徐懷鈺	1	01	0
80018	F	Give Me Five	徐懷鈺	1	01	0
80019	F	I Can't Cry	徐懷鈺	1	01	0
80019	F	Na Na Na	徐懷鈺	1	01	0
80019	F	Ti Amo	徐懷鈺	1	01	0
80019	F	分飛	徐懷鈺	1	02	0
80019	F	友情卡片	徐懷鈺	1	04	0
80019	F	天使	徐懷鈺	1	02	0
80019	F	叮咚	徐懷鈺	1	02	0
80019	F	只想被你愛	徐懷鈺	1	05	0
80019	F	失蹤日記	徐懷鈺	1	04	0
80019	F	向前衝	徐懷鈺	1	03	0
80020	F	你約我在夏天見面	徐懷鈺	1	08	0
80020	F	你還記得嗎	徐懷鈺	1	05	0
80020	F	妙妙妙	徐懷鈺	1	03	0
80020	F	我不要	徐懷鈺	1	03	0
80020	F	我是女生	徐懷鈺	1	04	0
80020	F	怪獸	徐懷鈺	1	02	0
80020	F	冒險汽球	徐懷鈺	1	04	0
80020	F	飛起來	徐懷鈺	1	03	0
80020	F	等不及	徐懷鈺	1	03	0
80020	F	黑色星期天	徐懷鈺	1	05	0
80021	F	亂了	徐懷鈺	1	02	0
80021	F	愛的叮咚	徐懷鈺	1	04	0
80021	F	愛是一道光芒	徐懷鈺	1	06	0
80021	F	愛像一場重感冒	徐懷鈺	1	07	0
80021	F	溫習	徐懷鈺	1	02	0
80021	F	誓言	徐懷鈺	1	02	0
80021	F	誰不乖	徐懷鈺	1	03	0
80021	O	水晶	徐懷鈺、任賢齊	1	02	0
80021	M	情定日落橋	張洪量	1	05	0
80021	O	深情相擁	張國榮、辛曉琪	1	04	0
80022	M	Free Night	張震嶽	1	01	0
80022	M	０２０４	張震嶽	1	01	0
80022	M	一開始就沒退路	張震嶽	1	07	0
80022	M	分手吧	張震嶽	1	03	0
80022	M	在凌晨	張震嶽	1	03	0
80022	F	電台情歌	莫文蔚	1	04	0
80022	F	實況轉播	莫文蔚	1	04	0
80022	F	雙城故事	莫文蔚	1	04	0
80022	F	鑽石	莫文蔚	1	02	0
80022	O	堅強的理由	莫文蔚、伍佰	1	05	0
80023	O	廣島之戀	莫文蔚、張洪量	1	04	0
80023	O	那麼愛你為什麼	莫文蔚、黃品源	1	07	0
80023	M	幸福的瞬間	許紹洋	1	05	0
80023	M	花香	許紹洋	1	02	0
80023	F	路長情更長	許景淳	1	05	0
80023	M	Summer	陳昇	1	01	0
80023	O	冰點	陳昇、劉若英	1	02	0
80023	M	別讓我哭	陳昇	1	04	0
80023	M	我喜歡私奔和我自己	陳昇	1	09	0
80023	M	明年你還愛我嗎	陳昇	1	07	0
80024	M	思念人之屋	陳昇	1	05	0
80024	M	恨情歌	陳昇	1	03	0
80024	M	流星小夜曲	陳昇	1	05	0
80024	M	風箏	陳昇	1	02	0
80024	M	發條兔子	陳昇	1	04	0
80024	M	鴉片玫瑰	陳昇	1	04	0
80024	M	鏡子	陳昇	1	02	0
80024	M	關心永遠在	陳昇	1	05	0
80024	F	吵架	陳松伶	1	02	0
80024	F	明天還愛我嗎	陳淑樺	1	06	0
80025	F	問	陳淑樺	1	01	0
80025	F	嫉妒	陳綺貞	1	02	0
80025	M	多心	無印良品	1	02	0
80025	M	每一次喊你	無印良品	1	05	0
80025	M	是你變了嗎	無印良品	1	05	0
80025	M	胡思亂想	無印良品	1	04	0
80025	M	就叫我孩子	無印良品	1	05	0
80025	M	註定	無印良品	1	02	0
80025	F	永遠等待	順子	1	04	0
80025	F	回家	順子	1	02	0
80026	F	星星I'm Not A Star	順子	1	06	0
80026	F	寫一首歌APRIL 5,1969	順子	1	07	0
80026	M	狠不下心	黃品源	1	04	0
80026	M	海浪	黃品源	1	02	0
80026	F	一個人	楊乃文	1	03	0
80026	F	我給的愛	楊乃文	1	04	0
80026	F	星星堆滿天	楊乃文	1	05	0
80026	F	靜止	楊乃文	1	02	0
80026	F	放逐	萬芳	1	02	0
80026	F	孩子氣	萬芳	1	03	0
80027	F	從前	萬芳	1	02	0
80027	F	割愛	萬芳	1	02	0
80027	F	就值得了愛	萬芳	1	05	0
80027	F	然後你怎麼說	萬芳	1	06	0
80027	F	新不了情	萬芳	1	04	0
80027	F	最浪漫的事	趙詠華	1	05	0
80027	M	勇敢一點	趙傳	1	04	0
80027	M	當初應該愛你	趙傳	1	06	0
80027	F	成全	劉若英	1	02	0
80027	F	我等你	劉若英	1	03	0
80028	F	很愛很愛你	劉若英	1	05	0
80028	F	後來	劉若英	1	02	0
80028	F	為愛癡狂	劉若英	1	04	0
